4.150000000000000e-13, 2.000000000000000e0
4.156954212131826e-13, 6.219927330819334e-9
4.682526518099535e-13, 5.185502290709643e-9
6.335118682095044e-13, 3.295408666539539e-9
8.570955991621011e-13, 2.09424616376319e-9
1.153232783197197e-12, 1.3419737261837294e-9
1.5688358961125745e-12, 8.438499480006599e-10
2.12252115523263e-12, 5.362702156900897e-10
2.8716120714392594e-12, 3.4001864110433024e-10
3.885082809715275e-12, 2.1608328641329373e-10
5.256235195717105e-12, 1.373218436363408e-10
7.111292342662552e-12, 8.706802149562786e-11
9.621062646352178e-12, 5.5332096396755603e-11
1.3016599794345544e-11, 3.516378159360834e-11
1.761048411997558e-11, 2.2295366932064956e-11
2.3825707450445972e-11, 1.4168800107029001e-11
3.2234396795815345e-11, 8.983635520893801e-12
4.3610800399719756e-11, 5.709138419555964e-12
5.900224916729613e-11, 3.6281816440397054e-12
7.982576276729139e-11, 2.3057248002703955e-12
1.0799827526302134e-10, 1.4619298077921913e-12
1.461138316266266e-10, 9.29062584178623e-13
1.9768141426906661e-10, 5.90423206859844e-13
2.6744814020570646e-10, 3.743539928179796e-13
3.6183793150121995e-10, 2.3790354783880133e-13
4.895396069160166e-10, 1.5084119662687954e-13
6.623115741921778e-10, 9.586021927441654e-14
8.96059512063491e-10, 6.09195753204576e-14
1.2123035146090977e-9, 3.871464811280056e-14
1.6401558110350906e-9, 2.4546770745429598e-14
2.2190235840565403e-9, 1.5707642625518775e-14
3.0021991389517373e-9, 1.0074582457953764e-14
4.0618724240895054e-9, 6.6425660982743866e-15
5.4956419650933596e-9, 4.450824854894644e-15
7.435598872652373e-9, 3.030685811391965e-15
1.006041221416934e-8, 2.0779711953191024e-15
1.3611753152129712e-8, 1.4182060475626465e-15
1.84168855282215e-8, 9.79120484151535e-16
2.491807435962807e-8, 6.682453515448922e-16
3.3714311911470644e-8, 4.581783392711403e-16
4.561583798380989e-8, 3.155963403905542e-16
6.171884378393106e-8, 2.1788571705128222e-16
8.35064277319047e-8, 1.5042692078178583e-16
1.1298512299547402e-7, 1.0361508091035612e-16
1.5287039467609663e-7, 7.153519642699656e-17
2.0683716627478853e-7, 4.984414749762696e-17
2.7985594598247577e-7, 3.481031632092526e-17
3.735028444910245e-7, 2.6386413377912597e-17
4.2027469960830565e-7, 2.119684316260435e-17
